player_code,last_season,full_name,team,shirt_number,position,height,birthdate,nationality
AMF,2000,"BELTRAN,  MIGUEL ANGEL",FC Barcelona,,Forward,2.06,1981-06-14,Spain
006781,2016,"BEN HARUSH, IDDO",Maccabi FOX Tel Aviv,18,Guard,1.9,1998-05-25,Israel
JBS,2003,"BEN-CHIMOL, AVI",Maccabi Elite Tel Aviv,4,Guard,1.95,1985-05-22,Israel
004549,2020,"BENDER, DRAGAN",Maccabi Playtika Tel Aviv,17,Forward,2.11,1997-11-17,Croatia
004168,2013,"BENDZIUS, EIMANTAS",Lietuvos Rytas Vilnius,22,Forward,2.03,1990-04-23,Lithuania
CCJ,2003,"BENNERMAN, DOREMUS",Lottomatica Roma,7,Guard,1.81,1972-07-05,Sweden
BAL,2001,"BENNET, MARIO",Unicaja,15,Forward,2.08,1973-08-01,United States of America
007615,2016,"BENNETT, ANTHONY",Fenerbahce Istanbul,15,Forward,2.03,1993-03-14,Canada
AJA,2006,"BENNETT, ELMER",DKV Joventut,6,Guard,1.83,1970-02-12,United States of America
005687,2014,"BENSON, KEITH",Neptunas Klaipeda,34,Center,2.11,1988-08-13,United States of America
001159,2008,"BENSON, ROD",SLUC Nancy,12,Center,2.08,1984-10-10,United States of America
009818,2021,"BENTIL, BEN",AX Armani Exchange Milan,50,Forward,2.04,1995-03-29,Ghana
003495,2014,"BENZING, ROBIN",FC Bayern Munich,12,Forward,2.08,1989-01-25,Germany
LVI,2012,"BER AVEN, TOMER",Maccabi Electra Tel Aviv,,Guard,1.97,1992-01-02,Israel
AAC,2000,"BERBOIS, DAVID",Ovarense Aerosoles,5,Guard,1.85,1973-07-30,Spain
AVC,2003,"BERIC, MIROSLAV",Zalgiris,7,Guard,2.0,1973-01-20,Serbia
010355,2019,"BERRY, DAVION",LDLC ASVEL Villeurbanne,7,Guard,1.92,1991-11-01,United States of America
000436,2020,"BERTANS, DAIRIS",Khimki Moscow Region,45,Guard,1.92,1989-09-09,Latvia
003458,2015,"BERTANS, DAVIS",Laboral Kutxa Vitoria Gasteiz,42,Forward,2.05,1992-11-12,Latvia
BFR,2007,"BERTI, SIMONE",Montepaschi Siena,4,Guard,1.96,1985-06-13,Italy
JKB,2004,"BERZINS, KASPARS",Unicaja,14,Center,2.13,1985-08-25,Latvia
APD,2007,"BESOK, HUSEYIN",Prokom Trefl Sopot,0,Center,2.12,1975-02-08,Turkey
001436,2011,"BESOVIC, NEMANJA",Partizan mt:s Belgrade,18,Center,2.21,1992-06-08,Serbia
BWC,2003,"BEST, JOHN HERBERT",Alba Berlin,5,Forward,2.03,1971-03-27,United States of America
KVL,2008,"BEST, TRAVIS",Air Avellino,8,Guard,1.8,1972-07-12,United States of America
ABA,2006,"BETTS, ANDY",DKV Joventut,51,Center,2.17,1977-05-11,United Kingdom
001927,2009,"BEVERLEY, PATRICK",Olympiacos Piraeus,17,Guard,1.85,1988-07-12,United States of America
002289,2013,"BEZBRADICA, NEMANJA",Partizan NIS Belgrade,33,Forward,2.04,1993-05-29,Serbia
003137,2012,"BIANCHI, CAMILLO",Montepaschi Siena,,Forward,1.94,1990-12-27,Italy
ANI,2000,"BIANCHINI, CLAUDIO",PAF Bologna,,Guard,1.9,1982-07-14,Italy
006961,2021,"BIBEROVIC, TARIK",Fenerbahce Beko Istanbul,13,Forward,2.01,2001-01-28,Turkey
AVY,2001,"BIGGS, RALPH",Telindus Oostende,9,Forward,2.01,1976-02-06,Belgium
AXT,2001,"BIGUS, RAFAEL",Idea Slask,5,Center,2.15,1976-01-01,Poland
003622,2015,"BILAN, MIRO",Cedevita Zagreb,15,Center,2.13,1989-07-21,Croatia
BHV,2001,"BILBA, JIM",AEK Athens,12,Forward,1.98,1968-04-17,France
009903,2021,"BILIGHA, PAUL",AX Armani Exchange Milan,19,Center,2.0,1990-05-31,Italy
007182,2016,"BIRCH, KHEM",Olympiacos Piraeus,2,Center,2.06,1992-09-28,Canada
003091,2021,"BIRSEN, METECAN",Fenerbahce Beko Istanbul,1,Forward,2.05,1995-04-06,Ireland
005504,2018,"BIRUTIS, LAURYNAS",Zalgiris Kaunas,17,Center,2.13,1997-08-27,Lithuania
006809,2018,"BITADZE, GOGA",Buducnost VOLI Podgorica,11,Center,2.12,1999-07-20,Georgia
007929,2018,"BITIM, ONURALP",Anadolu Efes Istanbul,10,Guard,1.96,1999-03-31,Turkey
LBQ,2005,"BJELETIC, VLADIMIR",,,,,1986-01-21,Serbia
CHX,2017,"BJELICA, MILKO",Crvena Zvezda mts Belgrade,51,Center,2.07,1984-06-04,Montenegro
001413,2014,"BJELICA, NEMANJA",Fenerbahce Ulker Istanbul,8,Forward,2.09,1988-05-09,Serbia
008991,2020,"BLACK, TARIK",Zenit St Petersburg,28,Center,2.06,1991-11-22,United States of America
ADY,2000,"BLACKWELL, JAMES",Hapoel Jerusalem,10,Guard,1.83,1968-02-25,United States of America
AID,2005,"BLAIR, JOSEPH",AJ Milano,15,Center,2.08,1974-06-12,United States of America
BFY,2010,"BLAKNEY, RODERICK",Unicaja Malaga,12,Guard,1.86,1976-08-06,United States of America
JDB,2005,"BLANCHOT, JULIEN",,,,,1985-10-10,France
003531,2011,"BLANCO, JORGE",Gescrap Bilbao Basket,0,,1.95,1993-07-10,Spain
001899,2011,"BLANCO, SAUL",Unicaja Malaga,34,Guard,1.94,1985-05-16,Spain
003391,2012,"BLASSINGAME, JEREL",Asseco Prokom Gdynia,10,Guard,1.75,1981-09-12,United States of America
011193,2021,"BLATT, TAMIR",ALBA Berlin,45,Guard,1.85,1997-05-04,United States of America
009877,2021,"BLAYZER, OZ",Maccabi Playtika Tel Aviv,14,Forward,2.0,1992-12-29,Israel
008186,2021,"BLAZEVIC, MAREK",Zalgiris Kaunas,1,Center,2.11,2001-09-01,Lithuania
003452,2018,"BLAZIC, JAKA",FC Barcelona Lassa,9,Forward,1.96,1990-06-30,Slovenia
JOE,2007,"BLIZZARD, BRETT",Virtus VidiVici,7,Guard,1.91,1980-06-12,Italy
BES,2013,"BLU, DAVID",Maccabi Electra Tel Aviv,13,Forward,2.01,1980-07-18,Israel
KAX,2014,"BLUMS, JANIS",Panathinaikos Athens,18,Guard,1.9,1982-04-20,Latvia
BBR,2004,"BOCEVSKI, DUSAN",Union Olimpija,6,Center,2.08,1973-11-05,North Macedonia
003240,2021,"BOCHORIDIS, ELEFTHERIOS",Panathinaikos OPAP Athens,7,Guard,1.96,1994-04-18,Greece
APN,2006,"BODIROGA, DEJAN",Lottomatica Roma,10,Forward,2.05,1973-03-02,Serbia
JMH,2007,"BOGAVAC, NEBOJSA",Le Mans,4,Guard,1.98,1973-12-14,Montenegro
002821,2016,"BOGDANOVIC, BOGDAN",Fenerbahce Istanbul,13,Guard,1.97,1992-08-18,Serbia
000009,2013,"BOGDANOVIC, BOJAN",Fenerbahce Ulker Istanbul,44,Forward,2.0,1989-04-18,Croatia
CHZ,2008,"BOGDANOVIC, LUKA",DKV Joventut,10,Forward,2.04,1985-02-11,Serbia
001933,2018,"BOGRIS, GEORGIOS",Olympiacos Piraeus,31,Center,2.1,1989-02-19,Greece
KJI,2005,"BOGUSZ, JAKUB",Prokom Trefl Sopot,,Guard,1.84,1987-06-07,Poland
AHF,2000,"BOIDAKOV, RUSLAN",Opel Skyliners,5,Forward,2.02,1974-01-19,Russian Federation
APT,2010,"BOISA, VLADIMER",Union Olimpija Ljubljana,7,Forward,2.05,1981-07-04,Georgia
007999,2018,"BOJIC, BOGDAN",Buducnost VOLI Podgorica,12,Guard,1.93,1999-03-03,Montenegro
AMZ,2000,"BOKANGA, GEORGES",Region Wallone Spirou Charleroi,,Forward,1.98,1982-07-21,Belgium
COC,2007,"BOKOLO, YANNICK",Le Mans,9,Guard,1.89,1985-06-19,France
AMV,2000,"BOLCATO, GIACOMO",Muller Verona,,Forward,2.02,1985-05-27,Italy
007988,2017,"BOLDEN, JONAH",Maccabi FOX Tel Aviv,43,Forward,2.08,1996-01-02,United States of America
008985,2020,"BOLMARO, LEANDRO",FC Barcelona,9,Guard,1.98,2000-09-11,Italy
009035,2021,"BOLOMBOY, JOEL",CSKA Moscow,3,Forward,2.04,1994-01-28,Russian Federation
COI,2011,"BOLZONELLA, FEDERICO",Bennet Cantu,21,Guard,1.84,1984-04-21,Italy
AQI,2002,"BONATO, YANN",Asvel Basket,8,Forward,2.02,1972-03-04,France
009056,2021,"BONILLA, GAEL",FC Barcelona,48,Forward,2.02,2003-02-26,Mexico
AKU,2003,"BONORA, DAVIDE",Lottomatica Roma,12,Guard,1.86,1973-02-05,Italy
000184,2007,"BOOKER, CHRIS",Union Olimpija,6,Center,2.08,1981-10-24,United States of America
007056,2021,"BOOKER, DEVIN",Fenerbahce Beko Istanbul,31,Center,2.05,1991-02-28,United States of America
AVD,2007,"BOOKER, MELVIN",AJ Milano,12,Guard,1.85,1972-08-20,United States of America
007012,2015,"BOONE, JOSH",Khimki Moscow Region,6,Forward,2.08,1984-11-21,United States of America
001936,2009,"BORCHARDT, CURTIS",Asvel Basket,8,Center,2.12,1980-09-13,United States of America
004768,2017,"BORDIGNON, DANIEL",KIROLBET Baskonia Vitoria Gasteiz,33,Center,2.03,1996-02-03,Italy
JNL,2015,"BOROVNJAK, DEJAN",Stelmet Zielona Gora,41,Center,2.09,1986-04-01,Serbia
BEI,2002,"BORSATO, STEFANO",,,,,1753-01-01,
ALV,2000,"BOSCAGIN, GIORGIO",Muller Verona,5,Forward,1.97,1983-04-18,Italy
BXN,2003,"BOSNJAK, MARIJO",,,,,1975-01-18,Croatia
004264,2018,"BOST, DEE",Khimki Moscow Region,3,Guard,1.88,1989-10-12,Bulgaria
LVK,2008,"BOUCHMAN, CARMEL",Maccabi Electra,0,Forward,2.05,1991-01-16,Israel
LLV,2009,"BOUMTJE BOUMTJE, RUBEN",EWE Baskets,44,Center,2.12,1978-05-20,Cameroon
003650,2015,"BOUNGOU-COLO, NOBEL",Limoges CSP,16,Forward,2.02,1988-04-26,France
AGT,2002,"BOUNTOURIS, NIKOLAOS",Olympiacos,4,Guard,1.93,1971-09-25,Greece
AQU,2016,"BOUROUSIS, IOANNIS",Panathinaikos Superfoods Athens,29,Center,2.15,1983-11-17,Greece
003840,2012,"BOUTEILLE, AXEL",Elan Chalon-Sur-Saone,,Guard,2.01,1995-04-14,France
008923,2021,"BOUTSIELE, JERRY",AS Monaco,16,Center,2.08,1992-12-16,France
BQQ,2005,"BOUZIANE, ALI",Prokom Trefl Sopot,6,Guard,1.92,1977-03-27,France
BFS,2003,"BOWDLER, JAMES CALLOWAY",Lottomatica Roma,6,Forward,2.08,1977-03-31,Ireland
AOD,2001,"BOWIE, ANTHONY",Ural Great,18,Forward,1.98,1963-11-09,United States of America
AOO,2001,"BOWMAN, CALVIN",Cibona VIP,9,Forward,2.06,1977-08-15,United States of America
JJY,2011,"BOZIC, PETAR",Partizan mt:s Belgrade,20,Guard,1.97,1978-12-06,Serbia
JKH,2004,"BOZOVIC, SLOBODAN",Partizan,9,Center,2.07,1979-10-31,Serbia
005284,2013,"BRACKINS, CRAIG",Stelmet Zielona Gora,21,Forward,2.08,1987-10-09,United States of America
000127,2007,"BRADLEY, MICHAEL",Zalgiris,33,Center,2.08,1979-04-18,United States of America
BDN,2002,"BRADTKE, MARK",,,,,1753-01-01,
002906,2013,"BRAMOS, MICHAEL",Panathinaikos Athens,6,Guard,1.96,1987-05-27,United States of America
CQR,2003,"BRANCH, JOHNNY EDWARD",Lottomatica Roma,11,Guard,1.84,1968-02-17,Portugal
011263,2021,"BRANDWEIN, ODED",Maccabi Playtika Tel Aviv,10,Guard,1.79,1988-02-15,Israel
011243,2021,"BRANTLEY, JARRELL",UNICS Kazan,5,Forward,2.01,1996-06-07,United States of America
AMD,2003,"BRAVO, CESAR",,,,2.0,1981-05-14,Spain
009834,2020,"BRAY, TJ",FC Bayern Munich,5,Guard,1.96,1992-06-14,United States of America
TFM,2009,"BRAZDAUSKIS, LUKAS",Lietuvos Rytas,41,Forward,2.03,1988-10-01,Lithuania
001790,2009,"BRAZELTON, TYRONE",Asseco Prokom,6,Guard,1.83,1986-03-30,United States of America
JKL,2012,"BREMER, JR",Fenerbahce Ulker Istanbul,12,Guard,1.87,1980-09-19,United States of America
007566,2020,"BRENNEKE, LORENZ",ALBA Berlin,11,Forward,2.04,2000-01-02,Germany
BBL,2001,"BREWER, JAMES LORENZO",KRKA Novo Mesto,15,Guard,1.9,1969-04-15,United States of America
AGH,2008,"BREZEC, PRIMOZ",Lottomatica Roma,12,Center,2.16,1979-10-02,Slovenia
AOT,2001,"BRISKER, MARK",Maccabi Elite,5,Guard,1.95,1969-09-22,United States of America
AKI,2000,"BRKIC, BOJAN",Saint Petersburg Lions,8,Forward,2.0,1976-09-16,Croatia
ANL,2002,"BRKIC, DAVID",Virtus Bologna,17,Forward,2.08,1982-07-19,Italy
AEV,2000,"BRKIC, HARIS",Buducnost,5,Guard,1.98,1974-07-29,Serbia
LVA,2010,"BRNAS, TONI",Cibona Zagreb,8,Forward,2.01,1991-07-30,Croatia
005195,2015,"BROEKHOFF, RYAN",Lokomotiv Kuban Krasnodar,45,Forward,1.97,1990-08-23,Australia
004117,2020,"BROOKS, JEFF",AX Armani Exchange Milan,32,Forward,2.03,1989-06-12,Italy
005805,2014,"BROOKS, MARSHON",EA7 Emporio Armani Milan,2,Guard,1.96,1989-01-26,United States of America
000129,2017,"BROWN, BOBBY",Olympiacos Piraeus,3,Guard,1.88,1984-09-24,United States of America
000635,2008,"BROWN, DEE",Maccabi Electra,12,Guard,1.85,1984-08-17,United States of America
002836,2010,"BROWN, DENHAM",Asseco Prokom Gdynia,8,Guard,1.98,1983-01-06,Canada
004425,2019,"BROWN, DERRICK",Crvena Zvezda mts Belgrade,1,Forward,2.03,1987-09-08,United States of America
003532,2011,"BROWN, DEVIN",Asseco Prokom Gdynia,23,Guard,1.96,1978-12-30,United States of America
001460,2008,"BROWN, ELTON",Maccabi Electra,4,Forward,2.06,1983-09-15,United States of America
KXK,2005,"BROWN, ERNEST",,,,,1979-05-17,United States of America
BWU,2005,"BROWN, GERALD",Partizan,32,Guard,1.91,1975-07-28,United States of America
BEL,2002,"BROWN, JOHN",KK Buducnost,7,Forward,2.05,1974-07-29,United States of America
010588,2021,"BROWN, JOHN",UNICS Kazan,00,Forward,2.03,1992-01-28,United States of America
AJW,2000,"BROWN, LENNY",Region Wallone Spirou Charleroi,5,Guard,1.88,1975-04-29,United States of America
009622,2021,"BROWN, LORENZO",UNICS Kazan,4,Guard,1.96,1990-08-26,United States of America
AHT,2010,"BROWN, MARCUS",Zalgiris Kaunas,5,Guard,1.91,1974-04-03,United States of America
007424,2018,"BROWN, MARKEL",Darussafaka Tekfen Istanbul,22,Guard,1.91,1992-01-29,United States of America
009817,2019,"BROWN, RION",Panathinaikos OPAP Athens,25,Forward,1.97,1991-09-03,United States of America
LFS,2006,"BROWN, TIERRE",Eldo Napoli,,Guard,1.88,1979-06-03,United States of America
000430,2011,"BROYLES, DWAYNE",Belgacom Spirou Charleroi,6,Forward,1.96,1982-07-10,United States of America
ACA,2000,"BRUGOS, JOHN",Peristeri,15,Forward,2.05,1967-09-22,Greece
AXP,2002,"BRUNAMONTI, MATTEO",,,,,1753-01-01,
000582,2011,"BRUNNER, GREG",Bennet Cantu,25,Center,2.01,1983-06-15,United States of America
AVN,2001,"BRUNO, ALESSANDRO",Scavolini Pesaro,,Center,2.06,1984-01-31,Italy
KZR,2006,"BRUTTINI, DAVIDE",Climamio Bologna,17,Forward,2.03,1987-02-18,Italy
009846,2021,"BRYANT, ELIJAH",Anadolu Efes Istanbul,6,Guard,1.96,1995-04-19,United States of America
004123,2015,"BRYANT, JOHN",FC Bayern Munich,54,Center,2.11,1987-06-13,United States of America
004221,2012,"BUBNIC, DRAZEN",Union Olimpija Ljubljana,14,Forward,2.07,1986-01-13,Slovenia
005278,2013,"BUCARELLI, LORENZO",Montepaschi Siena,,Guard,1.93,1998-03-06,Italy
AEL,2000,"BUCKNALL, STEVE",Haribo London Towers,13,Forward,1.98,1966-03-17,United Kingdom
007427,2016,"BUDINGER, CHASE",Baskonia Vitoria Gasteiz,34,Forward,2.01,1988-05-22,United States of America
DCB,2003,"BUDZINAUSKAS, MINDAUGAS",KRKA Novo Mesto,13,Forward,1.98,1973-09-07,Lithuania
BMM,2004,"BUENO, ANTONIO",Real Madrid,12,Center,2.09,1980-09-25,Spain
AMT,2003,"BUESA, JAVIER",Tau Ceramica,16,Forward,1.95,1978-06-03,Spain
KQM,2010,"BUESA, MARTIN",Caja Laboral Vitoria,25,Forward,2.02,1988-08-24,Spain
BGC,2006,"BUFORD, RODNEY",Maccabi Elite,15,Forward,1.95,1977-11-02,United States of America
002001,2011,"BUKER, EVREN",Galatasaray Medical Park,16,Guard,1.94,1985-07-06,Turkey
BGK,2002,"BULAJIC, NIKOLA",KK Buducnost,8,Forward,2.07,1984-03-21,Serbia
BUO,2006,"BULIC, MARKO",Cibona,6,Forward,1.94,1974-03-26,Croatia
001881,2009,"BULJEVIC, MARCO",EWE Baskets,5,Guard,1.96,1987-03-26,Germany
AHU,2009,"BULLERI, MASSIMO",Armani Jeans Milano,11,Guard,1.88,1977-09-10,Italy
AJO,2009,"BULLOCK, LOUIS",Real Madrid,22,Guard,1.85,1976-05-20,United States of America
CFN,2008,"BURKE, PAT",Asseco Prokom,31,Center,2.08,1973-12-14,Ireland
AEK,2000,"BURKS, ERIC",Haribo London Towers,4,Guard,1.9,1972-02-22,United Kingdom
005692,2019,"BURNS, CHRISTIAN",AX Armani Exchange Milan,23,Forward,2.03,1985-09-04,Italy
LGW,2010,"BURRELL, RONNIE",Asseco Prokom Gdynia,30,Forward,2.04,1983-07-21,United States of America
AOY,2011,"BURSTEIN, TAL",Maccabi Electra Tel Aviv,11,Guard,1.98,1980-02-19,Israel
AXH,2001,"BURTON, WILLIE",Ural Great,8,Forward,2.03,1968-05-26,United States of America
KNT,2005,"BUSKEVICS, SANDIS",Lietuvos Rytas,24,Guard,1.9,1977-01-28,Latvia
TFO,2012,"BUTERLEVICIUS, SIMAS",Lietuvos Rytas Vilnius,13,Forward,2.0,1989-04-28,Lithuania
002676,2014,"BUTKEVICIUS, ARNAS",Neptunas Klaipeda,51,Guard,1.97,1992-10-22,Lithuania
KKI,2011,"BUTKEVICIUS, POVILAS",Zalgiris Kaunas,14,Forward,2.03,1987-09-26,Lithuania
AAD,2000,"BUTLER, GREG",Ovarense Aerosoles,,Center,2.1,1966-03-11,United States of America
004187,2012,"BUVA, IVAN",Cedevita Zagreb,13,Forward,2.08,1991-05-06,Croatia
005859,2019,"BUYCKS, DWIGHT",Olympiacos Piraeus,8,Guard,1.91,1989-03-06,United States of America
000685,2012,"BYARS, DERRICK",Alba Berlin,11,Forward,2.01,1984-04-25,United States of America
KOS,2015,"BYKOV, SERGEY",Lokomotiv Kuban Krasnodar,10,Guard,1.9,1983-02-26,Russian Federation
LFR,2007,"BYNUM, WILL",Maccabi Elite Tel Aviv,4,Guard,1.83,1983-01-04,United States of America
BBP,2001,"BYRD, CHARLES",Tau Ceramica,16,Guard,1.85,1966-02-16,United States of America
ASV,2002,"CABARKAPA, ZARKO",KK Buducnost,15,Forward,2.11,1981-05-21,Serbia
AWX,2012,"CABEZAS, CARLOS",Laboral Kutxa Vitoria,16,Guard,1.86,1980-11-14,Spain
001897,2010,"CACACE, GIACOMO",Armani Jeans,,Milano,1.93,1993-06-14,Italy
009132,2021,"CAICEDO, MICHAEL",FC Barcelona,42,Guard,1.99,2003-06-21,Spain
000230,2012,"CAKAREVIC, MARKO",Partizan mt:s Belgrade,22,Forward,2.01,1988-05-13,Serbia
BBM,2003,"CAKIC, GORAN",Partizan,11,Forward,2.07,1980-05-21,Serbia
BSR,2005,"CALABRIA, DANTE",AJ Milano,17,Forward,,1973-11-08,Italy
001932,2021,"CALATHES, NICK",FC Barcelona,99,Guard,1.96,1989-02-07,Greece
001142,2016,"CALATHES, PAT",Panathinaikos Superfoods Athens,8,Forward,2.08,1985-12-12,Greece
003509,2012,"CALBARRO, UNAI",Laboral Kutxa Vitoria,42,Forward,2.05,1989-07-04,Spain
BDG,2004,"CALDERON, JOSE",Tau Ceramica Vitoria-Gasteiz,8,Guard,1.9,1981-09-28,Spain
001150,2013,"CALLOWAY, EARL",Unicaja Malaga,11,Guard,1.9,1983-09-30,United States of America
005771,2021,"CALOIARO, ANGELO",Maccabi Playtika Tel Aviv,4,Forward,2.03,1989-07-28,United States of America
004977,2015,"CAMARA, OUSMANE",Limoges CSP,12,Forward,2.02,1989-05-12,France
AJP,2000,"CAMATA, ANDREA",Muller Verona,13,Center,2.13,1973-11-26,Italy
005928,2020,"CAMPAZZO, FACUNDO",Real Madrid,7,Guard,1.81,1991-03-23,Argentina
KOK,2009,"CAMPBELL, ERIC",Asvel Basket,13,Forward,1.94,1977-08-22,United States of America
002898,2015,"CAMPBELL, LOUIS",Strasbourg,13,Guard,1.91,1979-04-01,United States of America
AJX,2000,"CAMPBELL, MARCUS",Region Wallone Spirou Charleroi,,Forward,2.01,1969-07-07,
010612,2021,"CANAAN, ISAIAH",UNICS Kazan,3,Guard,1.83,1991-05-21,United States of America
AUR,2002,"CANAK, NENAD",Partizan,15,Forward,,1976-04-24,Serbia
000981,2020,"CANDAN, BERKAY",Fenerbahce Beko Istanbul,32,Forward,2.05,1993-05-22,Turkey
ANJ,2001,"CANDIDO, FULVIO",,,,2.08,1983-07-19,Italy
000079,2007,"CANELO, JEAN CARLOS",Virtus VidiVici,17,Guard,1.85,1989-04-06,Dominican Republic
000722,2013,"CANER-MEDLEY, NIK",Unicaja Malaga,33,Forward,2.03,1983-10-20,United States of America
002256,2009,"CANTEKIN, DUSAN",Efes Pilsen,15,Center,2.19,1992-06-21,Turkey
003845,2012,"CAPELA, CLINT",Elan Chalon-Sur-Saone,4,Forward,2.08,1994-05-18,Switzerland
ATH,2011,"CAPIN, ALEKSANDAR",Union Olimpija Ljubljana,6,Guard,1.86,1982-10-06,Slovenia
005277,2013,"CAPPELLETTI, ALESSANDRO",Montepaschi Siena,,Guard,1.82,1995-01-01,Italy
001810,2012,"CAR, MARKO",Cedevita Zagreb,4,Guard,1.88,1985-10-21,Croatia
005966,2014,"CARBONI, PAOLO",,,,1.95,1996-09-19,Italy
005095,2013,"CARDOSO, MIGUEL",JSF Nanterre,19,Guard,1.88,1993-01-15,Portugal
LHN,2006,"CARDUCK, STEPHAN",RheinEnergie,16,Guard,1.98,1986-09-03,Germany
AQD,2001,"CARERA, FLAVIO",,,,,1753-01-01,
AIE,2000,"CARGOL, PEP",PAOK Thessaloniki,9,Forward,2.04,1968-03-11,Spain
BBQ,2001,"CARR, CHRISTOPHER",AEK Athens,8,Guard,2.03,1974-03-12,United States of America
007621,2017,"CARRALERO, JESUS",Unicaja Malaga,4,Guard,1.99,2000-07-24,Spain
LMK,2012,"CARRARETTO, MARCO",Montepaschi Siena,9,Guard,1.96,1977-10-27,Italy
BGE,2002,"CARRAWELL, CHRIS",Zalgiris,6,Forward,1.98,1977-11-25,United States of America
001960,2020,"CARROLL, JAYCEE",Real Madrid,20,Guard,1.88,1983-04-16,United States of America
001910,2015,"CARTER, JOSH",Pinar Karsiyaka Izmir,23,Forward,2.0,1986-11-20,United States of America
006196,2015,"CARTER, JUSTIN",Pinar Karsiyaka Izmir,11,Forward,1.93,1987-04-21,United States of America
AYJ,2001,"CARTER, MAURICE",Peristeri,13,Forward,1.97,1976-10-12,United States of America
ANQ,2000,"CARTER, PERRY",Haribo London Towers,10,Forward,2.04,1967-08-22,Spain
000273,2009,"CASALE, GIULIO",Lottomatica Roma,16,Guard,1.85,1990-07-14,Italy
004122,2012,"CASELLA, ANDREA",Mapooro Cantu,13,Forward,1.96,1990-09-20,Italy
001835,2009,"CASSEUS, JOHWE",Entente Orleanaise,9,Center,2.11,1989-04-26,France
JFO,2020,"CASSPI, OMRI",Maccabi Playtika Tel Aviv,7,Forward,2.05,1988-06-22,Israel
JXV,2007,"CASTLE, TERREL",Unicaja,30,Guard,1.82,1972-09-12,Bosnia and Herzegovina
001392,2021,"CAUSEUR, FABIEN",Real Madrid,1,Forward,1.95,1987-06-16,France
BLS,2006,"CAVALIERO, DANIELE",Climamio Bologna,10,Guard,1.88,1984-01-10,Italy
CCE,2003,"CAVALLARO, CARMINE",,,,1.92,1986-05-28,Italy
009601,2021,"CAVANAUGH, TYLER",Zalgiris Kaunas,34,Forward,2.06,1994-02-09,United States of America
TFA,2007,"CAZALON, LAURENT",Chorale Roanne,23,Guard,1.93,1979-10-01,France
LGJ,2006,"CEBULAR, SANDI",Union Olimpija,21,Guard,1.95,1986-06-24,Slovenia
004248,2012,"CEKOVSKY, MICHAL",Partizan mt:s Belgrade,17,Forward,2.06,1994-06-17,Slovakia
KBV,2013,"CEL, AARON",Stelmet Zielona Gora,5,Forward,2.05,1987-03-04,France
ASE,2002,"CELESTAND, JOHN",Alba Berlin,12,Guard,1.93,1977-03-06,United States of America
000840,2008,"CENTANNI, SIMONE",Montepaschi Siena,16,Guard,1.85,1991-01-01,Italy
LXK,2008,"CEPANONIS, ROKAS",Zalgiris,0,Center,2.04,1989-03-14,Lithuania
ASU,2002,"CERANIC, DRAGAN",,,,2.11,1976-12-15,Serbia
002081,2016,"CERELLA, BRUNO",EA7 Emporio Armani Milan,30,Guard,1.94,1986-07-30,Italy
001178,2008,"CERULLO, FRANCESCO",Air Avellino,0,,1.8,1990-11-30,Italy
BVG,2013,"CESNAUSKIS, MANTAS",Stelmet Zielona Gora,22,Guard,1.89,1981-07-22,Lithuania
000109,2015,"CETIN, SERHAT",Darussafaka Dogus Istanbul,15,Guard,1.97,1986-02-23,Turkey
LAG,2005,"CHALMERS, LIONEL",Tau Ceramica Vitoria-Gasteiz,7,Guard,1.78,1980-11-10,United States of America
BWM,2013,"CHANAS, KAMIL",Stelmet Zielona Gora,13,Guard,1.88,1985-04-20,Poland
BZU,2003,"CHARALAMPOPOULOS, GEORGIOS",,,,1.96,1986-03-18,Greece
004218,2020,"CHARALAMPOPOULOS, VASILIS",Olympiacos Piraeus,4,Forward,2.02,1997-01-06,Greece
BZS,2003,"CHARISIS, KONSTANTINOS",Olympiacos,,Center,2.08,1979-11-12,Greece
001162,2008,"CHASE, BRIAN",Le Mans,5,Guard,1.78,1981-10-08,United States of America
CNI,2006,"CHATMAN, MIRE",Lottomatica Roma,32,Guard,1.87,1978-10-24,United States of America
ALK,2005,"CHATZIS, NIKOLAOS",Olympiacos,9,Guard,1.95,1976-06-03,Greece
000180,2011,"CHERNIAVSKII, EVGENII",Unics Kazan,33,Guard,,1984-01-27,Russian Federation
006058,2019,"CHERRY, WILL",Olympiacos Piraeus,10,Guard,1.85,1991-02-08,United States of America
002038,2014,"CHESSA, MASSIMO",Dinamo Banco di Sardegna Sassari,10,Guard,1.88,1988-04-30,Italy
ASL,2001,"CHEUNG, SILAS",Kinder London Towers,6,Guard,1.88,1973-08-14,United Kingdom
BEW,2007,"CHIACIG, ROBERTO",Virtus VidiVici,14,Center,2.08,1974-12-01,Italy
ARJ,2001,"CHIKALKIN, SERGEI",Benetton Basket,10,Guard,1.96,1975-12-11,Russian Federation
001225,2009,"CHILDRESS, JOSH",Olympiacos Piraeus,6,Forward,2.03,1983-06-20,United States of America
004203,2013,"CHIOTTI, DAVID",EA7 Emporio Armani Milan,13,Forward,2.05,1984-09-09,United States of America
JNS,2004,"CHIUMENTI, ALBERTO",,,,2.01,1987-01-01,Italy
010356,2021,"CHRISTIDIS, VASILEIOS",Olympiacos Piraeus,41,Forward,2.0,1998-07-10,Greece
003297,2012,"CHRISTMAS, DIONTE",CSKA Moscow,22,Guard,1.96,1986-09-15,United States of America
